updatetime,vdid,linkid,laneid,lanetype,speed,occupancy,vehicletype,volume,speed2,status,datacollecttime
2022-01-14 15:26:06,VD-42-0090-162-01,3000900116276U,0,1,51.0,5.00000,M,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-162-01,3000900116276U,0,1,51.0,5.00000,S,6,51.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-162-01,3000900116276U,0,1,51.0,5.00000,L,1,51.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-162-01,3000900116276U,0,1,51.0,5.00000,T,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-05,3000900115387U,0,1,40.0,10.00000,M,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-05,3000900115387U,0,1,40.0,10.00000,S,5,40.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-05,3000900115387U,0,1,40.0,10.00000,L,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-05,3000900115387U,0,1,40.0,10.00000,T,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-04,3000900115387U,0,1,0.0,0.00000,M,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-04,3000900115387U,0,1,0.0,0.00000,S,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-04,3000900115387U,0,1,0.0,0.00000,L,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-04,3000900115387U,0,1,0.0,0.00000,T,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-03,3000900115387U,0,1,66.0,2.00000,M,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-03,3000900115387U,0,1,66.0,2.00000,S,7,66.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-03,3000900115387U,0,1,66.0,2.00000,L,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-03,3000900115387U,0,1,66.0,2.00000,T,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-03,3000900115387U,1,1,56.0,2.00000,M,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-03,3000900115387U,1,1,56.0,2.00000,S,5,56.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-03,3000900115387U,1,1,56.0,2.00000,L,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-03,3000900115387U,1,1,56.0,2.00000,T,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-02,3000900115387U,0,1,0.0,0.00000,M,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-02,3000900115387U,0,1,0.0,0.00000,S,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-02,3000900115387U,0,1,0.0,0.00000,L,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-02,3000900115387U,0,1,0.0,0.00000,T,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-06,3000900115387U,0,1,48.3,26.00000,M,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-06,3000900115387U,0,1,48.3,26.00000,S,6,52.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-06,3000900115387U,0,1,48.3,26.00000,L,3,41.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-154-06,3000900115387U,0,1,48.3,26.00000,T,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-166-01,3000900116579U,0,1,36.0,3.00000,M,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-166-01,3000900116579U,0,1,36.0,3.00000,S,2,36.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-166-01,3000900116579U,0,1,36.0,3.00000,L,4,36.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-166-01,3000900116579U,0,1,36.0,3.00000,T,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-166-01,3000900116579U,1,1,54.0,2.00000,M,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-166-01,3000900116579U,1,1,54.0,2.00000,S,4,54.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-166-01,3000900116579U,1,1,54.0,2.00000,L,1,54.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-42-0090-166-01,3000900116579U,1,1,54.0,2.00000,T,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-43-0090-175-01,3000900117598U,0,1,49.0,3.00000,M,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-43-0090-175-01,3000900117598U,0,1,49.0,3.00000,S,6,49.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-43-0090-175-01,3000900117598U,0,1,49.0,3.00000,L,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-43-0090-175-01,3000900117598U,0,1,49.0,3.00000,T,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-43-0090-175-01,3000900117598U,1,1,56.0,3.00000,M,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-43-0090-175-01,3000900117598U,1,1,56.0,3.00000,S,4,56.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-43-0090-175-01,3000900117598U,1,1,56.0,3.00000,L,1,56.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-43-0090-175-01,3000900117598U,1,1,56.0,3.00000,T,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-43-0090-179-01,3000900117886U,0,1,62.0,3.00000,M,0,0.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-43-0090-179-01,3000900117886U,0,1,62.0,3.00000,S,3,62.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-43-0090-179-01,3000900117886U,0,1,62.0,3.00000,L,1,62.0,0,2022-01-14 15:25:00
2022-01-14 15:26:06,VD-43-0090-179-01,3000900117886U,0,1,62.0,3.00000,T,0,0.0,0,2022-01-14 15:25:00
